checktype,current_epoch,issue_list,time_usage,Describe
batch,0,[],0.7541790008544922,No Issue now
batch,0,[],4.928442001342773,No Issue now
batch,0,[],9.164096593856812,No Issue now
batch,0,[],13.406393051147461,No Issue now
batch,0,[],17.65004324913025,No Issue now
batch,0,[],22.01877784729004,No Issue now
batch,0,[],26.249061107635498,No Issue now
batch,0,[],30.550559759140015,No Issue now
batch,0,[],34.9858295917511,No Issue now
batch,0,[],39.236377000808716,No Issue now
batch,0,[],43.46675252914429,No Issue now
batch,0,[],47.69345045089722,No Issue now
batch,0,[],51.88923144340515,No Issue now
