checktype,current_epoch,issue_list,time_usage,Describe
batch,0,[],1.1030521392822266,No Issue now
batch,0,[],2.655909538269043,No Issue now
batch,0,[],4.179845809936523,No Issue now
batch,0,[],5.685508489608765,No Issue now
batch,0,[],7.142619609832764,No Issue now
batch,0,[],8.593750953674316,No Issue now
batch,0,[],10.057844400405884,No Issue now
batch,0,[],11.488030195236206,No Issue now
batch,0,[],12.956114768981934,No Issue now
batch,0,[],14.444146156311035,No Issue now
batch,0,[],15.968083381652832,No Issue now
batch,0,[],17.454119205474854,No Issue now
batch,0,[],18.941152811050415,No Issue now
batch,0,[],20.459122896194458,No Issue now
batch,0,[],21.9521222114563,No Issue now
batch,0,[],23.48207116127014,No Issue now
batch,0,[],25.015954732894897,No Issue now
batch,0,[],26.514953136444092,No Issue now
batch,0,[],28.05883550643921,No Issue now
batch,0,[],29.59972596168518,No Issue now
batch,0,[],31.138623476028442,No Issue now
batch,0,[],32.60571050643921,No Issue now
batch,0,[],34.104711294174194,No Issue now
batch,0,[],35.57878065109253,No Issue now
batch,0,[],37.08775496482849,No Issue now
batch,0,[],38.592743158340454,No Issue now
batch,0,[],40.09573292732239,No Issue now
batch,0,[],41.63063931465149,No Issue now
batch,0,[],43.163552045822144,No Issue now
batch,0,[],44.7273805141449,No Issue now
batch,0,[],46.30319166183472,No Issue now
batch,0,[],47.8480589389801,No Issue now
batch,0,[],49.393962144851685,No Issue now
batch,0,[],50.910889863967896,No Issue now
batch,0,[],52.423853397369385,No Issue now
batch,0,[],53.97172570228577,No Issue now
batch,0,[],55.5225887298584,No Issue now
batch,0,[],56.9996497631073,No Issue now
batch,0,[],58.455766439437866,No Issue now
batch,0,[],59.98967504501343,No Issue now
batch,0,[],61.516602993011475,No Issue now
batch,0,[],63.04153633117676,No Issue now
batch,0,[],64.5674660205841,No Issue now
batch,0,[],66.07943487167358,No Issue now
batch,0,[],67.59339547157288,No Issue now
batch,0,[],69.12929964065552,No Issue now
batch,0,[],70.69312858581543,No Issue now
batch,0,[],72.24199795722961,No Issue now
batch,0,[],73.77590751647949,No Issue now
batch,0,[],75.33774304389954,No Issue now
batch,0,[],76.91653060913086,No Issue now
batch,0,[],78.4544289112091,No Issue now
batch,0,[],80.04817843437195,No Issue now
batch,0,[],81.61898922920227,No Issue now
batch,0,[],83.16087698936462,No Issue now
batch,0,[],84.60502672195435,No Issue now
batch,0,[],85.57045030593872,No Issue now
batch,0,[],86.71842288970947,No Issue now
batch,0,[],88.2882022857666,No Issue now
batch,0,[],89.87796235084534,No Issue now
batch,0,[],91.47570133209229,No Issue now
batch,0,[],93.07044792175293,No Issue now
batch,0,[],94.65322661399841,No Issue now
batch,0,[],96.20309448242188,No Issue now
batch,0,[],97.78886461257935,No Issue now
batch,0,[],99.32277250289917,No Issue now
batch,0,[],100.8706443309784,No Issue now
batch,0,[],102.46040439605713,No Issue now
batch,0,[],104.06711935997009,No Issue now
batch,0,[],105.63892912864685,No Issue now
batch,0,[],107.24664068222046,No Issue now
batch,0,[],108.84537649154663,No Issue now
batch,0,[],110.43014883995056,No Issue now
batch,0,[],112.06080031394958,No Issue now
batch,0,[],113.68945646286011,No Issue now
batch,0,[],115.30913662910461,No Issue now
batch,0,[],116.9228343963623,No Issue now
batch,0,[],118.57642245292664,No Issue now
batch,0,[],120.18114304542542,No Issue now
batch,0,[],121.78087639808655,No Issue now
batch,0,[],123.43047666549683,No Issue now
batch,0,[],125.01425313949585,No Issue now
batch,0,[],126.62994384765625,No Issue now
batch,0,[],128.2905149459839,No Issue now
batch,0,[],129.93313455581665,No Issue now
batch,0,[],131.59194540977478,No Issue now
batch,0,[],133.1906819343567,No Issue now
batch,0,[],134.82831406593323,No Issue now
batch,0,[],136.470933675766,No Issue now
batch,0,[],138.0926079750061,No Issue now
batch,0,[],139.7481927871704,No Issue now
batch,0,[],141.33296823501587,No Issue now
batch,0,[],142.93569135665894,No Issue now
batch,0,[],144.5613558292389,No Issue now
batch,0,[],146.12219405174255,No Issue now
batch,0,[],147.75882816314697,No Issue now
batch,0,[],149.36853623390198,No Issue now
batch,0,[],150.99021005630493,No Issue now
batch,0,[],152.6418068408966,No Issue now
batch,0,[],154.21660709381104,No Issue now
